gene_id	gene_name	3_2_L3	3_4_L3	3_7_L3	P1_L3	P2_L3	P3_L3
ENSG00000244676.5	ENSG00000244676	0	1	0	1	1	0
ENSG00000244681.1	MTHFD2P1	1	1	0	0	0	0
ENSG00000244682.8	FCGR2C	1	0	2	0	0	0
ENSG00000244694.8	PTCHD4	9	2	3	2	11	7
ENSG00000244699.1	EVA1CP5	0	0	6	0	0	0
ENSG00000244703.3	CD46P1	2	1	0	0	0	2
ENSG00000244705.1	RPLP0P10	0	0	0	0	0	0
ENSG00000244708.1	RPL23P10	0	0	0	0	0	0
ENSG00000244720.1	NT5C3AP2	0	0	0	0	0	0
ENSG00000244722.1	RPSAP29	0	0	0	0	0	0
ENSG00000244723.3	ASLP1	16	0	0	0	1	4
ENSG00000244732.3	RN7SL870P	0	0	0	0	0	0
ENSG00000244734.4	HBB	0	0	0	0	0	0
ENSG00000244740.1	ENSG00000244740	0	0	0	0	0	0
ENSG00000244743.1	RPL35AP27	0	0	0	0	0	0
ENSG00000244752.3	CRYBB2	1	0	0	0	3	0
ENSG00000244756.1	ENSG00000244756	0	0	0	0	0	0
ENSG00000244791.3	ENSG00000244791	0	0	0	1	0	0
ENSG00000244953.1	ENSG00000244953	0	0	0	0	0	0
ENSG00000244998.1	ENSG00000244998	1	10	1	0	10	1
ENSG00000245017.4	LINC02453	21	12	15	11	5	4
ENSG00000245105.4	A2M-AS1	80	43	33	42	64	49
ENSG00000245164.10	LINC00861	0	0	0	0	0	0
ENSG00000245384.2	CXXC4-AS1	0	0	0	0	0	0
ENSG00000245468.5	LINC02447	6	0	0	1	1	2
ENSG00000245526.13	LINC00461	0	0	0	0	0	0
ENSG00000245552.9	LNCRNA-IUR	5	4	1	5	2	3
ENSG00000245648.2	KLRK1-AS1	0	0	0	0	0	1
ENSG00000245651.3	ENSG00000245651	0	0	0	2	10	0
ENSG00000245688.1	ENSG00000245688	0	0	0	0	0	0
ENSG00000245719.1	ENSG00000245719	0	0	0	0	0	0
ENSG00000245750.11	DRAIC	9	1	4	32	7	12
ENSG00000245812.5	LINC02202	0	0	1	0	0	0
ENSG00000245857.4	GS1-24F4.2	4	4	0	3	2	2
ENSG00000245864.5	MEF2C-AS2	0	0	0	0	0	0
ENSG00000245870.5	LINC00682	1	0	1	9	1	0
ENSG00000245954.10	LINC02273	0	0	0	0	0	0
ENSG00000246016.2	LINC01513	4	6	4	2	3	1
ENSG00000246022.4	ALDH1L1-AS2	0	1	0	0	0	0
ENSG00000246084.7	LINC02325	0	0	0	0	0	0
ENSG00000246095.2	LINC01096	0	0	0	0	0	0
ENSG00000246100.5	LINC00900	0	15	8	1	0	1
ENSG00000246115.3	SUPT4H1P2	0	0	0	0	0	0
ENSG00000246223.10	LINC01550	0	0	0	0	0	1
ENSG00000246316.8	ENSG00000246316	0	0	0	0	0	0
ENSG00000246350.1	ZBED9-AS1	0	1	2	1	5	0
ENSG00000246363.4	LINC02458	4	1	0	0	0	0
ENSG00000246375.5	PPM1K-DT	0	0	0	0	0	0
ENSG00000246379.8	GNAO1-DT	0	0	0	0	0	0
ENSG00000246430.9	LINC00968	0	0	0	0	0	0
ENSG00000246465.1	ENSG00000246465	22	2	14	11	16	15
ENSG00000246541.2	SMARCAD1-DT	0	0	0	0	0	0
ENSG00000246740.2	PLA2G4E-AS1	0	1	6	0	0	1
ENSG00000246774.1	COL25A1-DT	0	0	0	0	0	0
ENSG00000246790.2	SORL1-AS1	0	0	0	1	1	0
ENSG00000246820.2	RIC3-DT	0	0	0	0	0	0
ENSG00000246863.2	GPR176-DT	0	4	3	1	0	2
ENSG00000246876.7	LINC02466	1	0	1	0	0	0
ENSG00000246877.2	DNM1P35	25	80	46	21	8	35
ENSG00000246898.2	LINC00920	142	90	81	64	37	86
ENSG00000247130.2	ENSG00000247130	0	0	0	0	0	0
ENSG00000247131.6	ENSG00000247131	0	0	0	0	1	0
ENSG00000247157.7	LINC01252	2	5	5	2	0	3
ENSG00000247193.4	ENSG00000247193	0	0	1	0	0	0
ENSG00000247213.7	LINC01498	0	1	2	1	0	0
ENSG00000247311.3	ENSG00000247311	0	0	0	0	0	1
ENSG00000247381.3	PLUT	0	0	0	0	0	0
ENSG00000247402.2	ENSG00000247402	0	0	0	0	0	0
ENSG00000247570.2	SDCBPP2	0	0	0	3	0	3
ENSG00000247624.6	CPEB2-DT	0	2	0	1	0	4
ENSG00000247746.5	USP51	89	136	52	83	60	81
ENSG00000247765.2	ENSG00000247765	0	0	0	0	0	1
ENSG00000247775.2	SNCA-AS1	0	0	0	0	0	0
ENSG00000247810.8	ENSG00000247810	0	0	0	0	0	0
ENSG00000247877.8	FAM174A-DT	4	2	1	3	0	2
ENSG00000247970.3	ENSG00000247970	0	1	0	4	3	2
ENSG00000247982.7	LINC00926	40	42	10	50	49	39
ENSG00000248029.2	ENSG00000248029	0	0	0	0	0	0
ENSG00000248050.1	SYBU-AS1	0	0	2	0	0	0
ENSG00000248099.4	INSL3	4	0	0	4	0	1
ENSG00000248104.1	TARS2P1	0	0	0	0	0	0
ENSG00000248105.1	ENSG00000248105	0	0	0	0	0	0
ENSG00000248106.2	ENSG00000248106	0	0	0	0	0	0
ENSG00000248112.1	ENSG00000248112	0	0	0	0	0	0
ENSG00000248113.2	ENSG00000248113	0	0	1	0	0	0
ENSG00000248118.2	LINC01019	0	0	0	0	0	0
ENSG00000248120.1	ENSG00000248120	0	0	0	0	0	0
ENSG00000248122.1	APOOP4	0	0	0	0	0	0
ENSG00000248125.2	ENSG00000248125	0	8	0	0	0	0
ENSG00000248128.1	ENSG00000248128	0	0	0	0	0	0
ENSG00000248131.6	LINC01194	0	0	0	1	11	0
ENSG00000248132.3	LINC02101	0	8	3	0	1	2
ENSG00000248133.1	MTND4LP22	0	0	0	0	0	2
ENSG00000248134.1	ENSG00000248134	0	0	0	0	0	0
ENSG00000248136.1	MTND6P8	0	0	0	0	0	0
ENSG00000248137.1	ENSG00000248137	0	0	0	0	0	0
ENSG00000248138.5	ENSG00000248138	0	0	0	0	0	0
ENSG00000248139.2	CUL4AP1	0	0	0	0	0	0
ENSG00000248143.1	LINC02383	0	0	0	0	0	0
ENSG00000248144.6	ADH1C	0	0	0	0	5	1
ENSG00000248145.2	ENSG00000248145	0	0	0	0	0	0
ENSG00000248148.1	ENSG00000248148	0	0	0	0	0	0
ENSG00000248150.1	LINC02150	1	0	1	0	0	0
ENSG00000248156.2	BTG4P1	0	0	0	0	0	0
ENSG00000248159.1	HSPA8P11	1	6	2	1	1	0
ENSG00000248160.1	ENSG00000248160	0	0	0	0	0	0
ENSG00000248162.1	CHORDC1P3	0	0	0	0	0	0
ENSG00000248165.1	ENSG00000248165	0	0	0	0	0	0
ENSG00000248170.1	ENSG00000248170	0	0	0	0	0	0
ENSG00000248172.1	ENSG00000248172	0	0	0	0	0	1
ENSG00000248174.8	LINC02268	11	5	5	3	6	3
ENSG00000248176.2	ENSG00000248176	0	0	0	0	0	0
ENSG00000248184.1	LINC02283	0	0	0	0	0	0
ENSG00000248185.1	ENSG00000248185	0	0	0	0	0	0
ENSG00000248188.2	ENSG00000248188	0	0	0	0	0	0
ENSG00000248191.1	PES1P1	0	0	0	0	0	0
ENSG00000248195.1	ENSG00000248195	1	0	0	0	1	0
ENSG00000248197.1	LINC00290	0	0	0	0	0	0
ENSG00000248199.2	ENSG00000248199	0	0	0	0	0	0
ENSG00000248202.2	LINC02234	0	0	0	0	0	0
ENSG00000248203.1	ENSG00000248203	0	0	0	0	0	0
ENSG00000248205.1	H3P17	0	0	0	0	0	0
ENSG00000248209.1	ENSG00000248209	0	0	0	0	0	0
ENSG00000248210.2	LINC02355	0	0	0	0	0	0
ENSG00000248211.1	TRPC7-AS1	6	5	0	2	0	0
ENSG00000248215.6	LINC02505	0	0	0	0	0	0
ENSG00000248227.1	LINC02513	0	0	0	0	0	0
ENSG00000248228.2	SLIT2-IT1	0	0	0	0	0	0
ENSG00000248229.1	ENSG00000248229	0	0	0	0	0	0
ENSG00000248231.1	KRT8P4	0	0	0	0	0	0
ENSG00000248236.1	ENSG00000248236	0	0	0	0	0	0
ENSG00000248237.2	ENSG00000248237	0	0	0	0	0	0
ENSG00000248238.2	LINC02438	0	0	0	0	0	0
ENSG00000248242.1	ENSG00000248242	0	0	0	0	0	0
ENSG00000248243.1	LINC02014	1	1	0	0	0	0
ENSG00000248245.1	ENSG00000248245	0	0	0	1	1	2
ENSG00000248249.1	ENSG00000248249	0	0	0	0	0	0
ENSG00000248257.8	PSG10P	0	0	0	0	0	0
ENSG00000248259.1	MTND4LP31	0	0	0	0	0	0
ENSG00000248261.2	ENSG00000248261	0	0	0	0	0	0
ENSG00000248262.1	ENSG00000248262	0	0	0	0	0	0
ENSG00000248266.1	ENSG00000248266	0	0	0	0	0	0
ENSG00000248268.1	ENSG00000248268	0	0	0	0	0	0
ENSG00000248271.1	PGAM1P1	0	0	0	0	0	0
ENSG00000248281.1	ENSG00000248281	0	0	0	0	0	0
ENSG00000248282.1	MTCYBP44	0	0	0	0	0	0
ENSG00000248283.2	CCNL2P1	0	0	0	0	0	0
ENSG00000248285.1	ENSG00000248285	0	0	0	0	0	0
ENSG00000248286.1	ENSG00000248286	0	0	0	0	0	0
ENSG00000248287.1	SCGB1D5P	0	0	0	0	0	0
ENSG00000248290.1	TNXA	1	7	9	5	5	4
ENSG00000248293.1	ENSG00000248293	0	0	0	0	0	0
ENSG00000248295.2	DDX43P1	0	0	0	0	0	0
ENSG00000248296.1	ENSG00000248296	0	0	0	0	1	0
ENSG00000248300.1	LINC02360	0	0	0	0	0	0
ENSG00000248302.3	BNIP3P41	0	0	0	0	0	0
ENSG00000248305.1	ENSG00000248305	0	0	0	0	0	0
ENSG00000248308.1	ENSG00000248308	0	0	0	0	0	0
ENSG00000248309.9	MEF2C-AS1	1	2	0	8	4	4
ENSG00000248311.1	ENSG00000248311	0	0	0	0	0	0
ENSG00000248313.1	CYP4F27P	0	0	0	0	0	0
ENSG00000248315.1	MTND4LP2	0	0	0	0	0	0
ENSG00000248317.2	ENSG00000248317	0	0	0	0	0	0
ENSG00000248319.4	LINC02275	0	1	0	0	1	1
ENSG00000248320.1	THAP12P9	0	0	0	0	0	0
ENSG00000248322.1	ENSG00000248322	0	0	0	0	0	0
ENSG00000248327.1	NOL8P1	0	0	0	0	0	0
ENSG00000248328.1	MTCO3P28	0	0	0	0	0	0
ENSG00000248329.6	APELA	0	0	0	0	0	0
ENSG00000248330.5	LINC00613	0	0	0	0	0	0
ENSG00000248334.7	WHAMMP2	0	0	0	0	3	0
ENSG00000248336.1	HMGN1P11	0	0	0	0	0	0
ENSG00000248337.1	ENSG00000248337	0	0	0	0	0	0
ENSG00000248338.2	LINC02472	0	0	0	0	0	0
ENSG00000248339.1	LINC02504	0	0	0	0	0	0
ENSG00000248346.1	ENSG00000248346	0	1	2	0	0	0
ENSG00000248347.3	ENSG00000248347	0	0	0	1	0	0
ENSG00000248349.1	ENSG00000248349	0	0	0	0	0	0
ENSG00000248351.1	HSPD1P18	0	0	0	0	0	0
ENSG00000248355.1	ARL2BPP6	0	0	0	0	0	0
ENSG00000248356.1	ENSG00000248356	0	0	0	0	0	0
ENSG00000248358.2	ENSG00000248358	0	0	0	0	0	0
ENSG00000248359.2	ENSG00000248359	0	0	0	0	0	0
ENSG00000248360.7	LINC00504	4	1	1	4	2	0
ENSG00000248362.1	ENSG00000248362	0	0	0	0	0	0
ENSG00000248363.5	ENSG00000248363	4	3	4	1	2	0
ENSG00000248364.1	OR7E86P	0	0	0	0	0	0
ENSG00000248365.3	POU5F1P7	0	0	0	0	0	0
ENSG00000248366.1	TRAJ51	0	0	0	0	0	0
ENSG00000248369.1	ENSG00000248369	0	0	0	0	0	0
ENSG00000248370.2	LINC02434	1	8	1	0	1	4
ENSG00000248371.5	LINC02056	0	22	4	1	0	0
ENSG00000248373.7	ENSG00000248373	0	0	0	0	0	0
ENSG00000248374.1	ENSG00000248374	0	1	0	0	0	0
ENSG00000248376.2	ENSG00000248376	0	0	0	0	0	0
ENSG00000248377.1	HMGN1P9	4	0	1	0	0	0
ENSG00000248385.8	TARM1	0	0	0	0	0	0
ENSG00000248387.1	ENSG00000248387	0	0	0	0	0	0
ENSG00000248391.6	LINC02064	0	0	0	0	0	0
ENSG00000248393.1	ENSG00000248393	0	0	0	0	0	0
ENSG00000248396.1	TOMM22P4	0	0	0	0	0	0
ENSG00000248397.1	LINC00498	0	0	0	0	0	0
ENSG00000248400.2	ST13P12	0	0	0	0	0	0
ENSG00000248401.2	ENSG00000248401	0	0	0	2	0	3
ENSG00000248403.1	NACAP6	0	0	0	0	0	0
ENSG00000248408.1	LINC02469	0	0	0	0	0	0
ENSG00000248409.2	ENSG00000248409	1	6	3	10	5	12
ENSG00000248417.1	ENSG00000248417	0	0	0	0	0	0
ENSG00000248418.2	UBL5P1	0	0	0	0	0	0
ENSG00000248420.1	MTATP6P9	0	0	0	0	0	0
ENSG00000248422.1	ENSG00000248422	0	0	0	0	0	0
ENSG00000248425.1	ENSG00000248425	0	0	0	0	0	0
ENSG00000248426.1	ENSG00000248426	0	0	0	0	0	0
ENSG00000248428.1	ENSG00000248428	0	0	0	0	0	0
ENSG00000248430.1	HMGB3P16	0	0	0	0	0	0
ENSG00000248431.2	ENSG00000248431	0	0	0	0	0	0
ENSG00000248434.1	ENSG00000248434	0	0	0	0	0	0
ENSG00000248440.1	ENSG00000248440	0	0	0	0	0	0
ENSG00000248441.9	LETR1	0	0	0	0	0	0
ENSG00000248442.2	OR10J7P	0	0	0	0	0	0
ENSG00000248444.1	HNRNPA1P65	0	0	0	0	0	0
ENSG00000248445.5	SEMA6A-AS1	13	8	4	2	13	6
ENSG00000248447.2	ENSG00000248447	0	0	0	0	0	0
ENSG00000248448.2	COX5BP1	0	0	0	0	0	0
ENSG00000248452.2	ENSG00000248452	0	0	0	0	0	0
ENSG00000248455.8	LINC02217	0	0	0	0	0	0
ENSG00000248456.1	LINC02485	0	0	0	0	0	0
ENSG00000248457.1	LINC02220	0	0	0	0	0	0
ENSG00000248458.2	ENSG00000248458	3	3	4	4	1	0
ENSG00000248459.1	ENSG00000248459	0	0	0	0	0	1
ENSG00000248461.3	LINC02119	0	0	0	0	0	0
ENSG00000248462.1	NENFP3	0	0	0	0	0	0
ENSG00000248464.1	FGF10-AS1	0	0	0	0	0	0
ENSG00000248466.1	ENSG00000248466	0	0	0	0	0	0
ENSG00000248469.1	ENSG00000248469	0	0	0	0	0	0
ENSG00000248471.2	ENSG00000248471	0	0	0	0	0	0
ENSG00000248474.1	LINC02122	0	0	0	0	0	0
ENSG00000248475.5	ENSG00000248475	0	0	0	6	0	0
ENSG00000248480.1	ENSG00000248480	0	0	0	0	0	0
ENSG00000248484.1	ENSG00000248484	0	0	0	0	0	0
ENSG00000248485.2	PCP4L1	0	0	4	0	0	0
ENSG00000248488.2	PGAM4P2	0	0	0	0	0	0
ENSG00000248491.6	ENSG00000248491	0	0	0	0	0	0
ENSG00000248498.5	ASNSP1	0	0	0	0	0	0
ENSG00000248505.2	LINC02380	2	0	3	0	0	0
ENSG00000248506.1	TUBAP10	0	0	0	0	0	0
ENSG00000248507.1	OR5H4P	0	0	0	0	0	0
ENSG00000248510.2	LINC02267	0	0	0	0	0	0
ENSG00000248511.1	ENSG00000248511	0	0	0	0	0	0
ENSG00000248514.1	ENSG00000248514	4	3	1	1	0	1
ENSG00000248515.2	ENSG00000248515	0	0	0	0	4	0
ENSG00000248516.1	ENSG00000248516	0	0	0	0	0	0
ENSG00000248517.1	LINC02437	0	0	0	0	0	0
ENSG00000248518.1	ENSG00000248518	0	0	0	0	0	0
ENSG00000248522.1	SBF1P1	0	0	0	0	0	0
ENSG00000248525.2	ENSG00000248525	0	0	0	0	0	0
ENSG00000248528.1	LINC02058	0	3	1	1	1	0
ENSG00000248529.5	ENSG00000248529	0	0	0	0	0	0
ENSG00000248530.1	BCL2L12P1	2	4	5	4	7	1
ENSG00000248531.3	NDUFA5P12	0	5	9	0	0	0
ENSG00000248532.2	ENSG00000248532	0	0	0	0	0	0
ENSG00000248533.1	ENSG00000248533	0	0	0	0	0	0
ENSG00000248537.1	ENSG00000248537	0	0	0	0	0	0
ENSG00000248539.1	LINC02117	0	0	0	0	0	0
ENSG00000248540.3	ENSG00000248540	1	0	0	0	0	0
ENSG00000248542.2	ENSG00000248542	0	0	0	0	0	0
ENSG00000248543.2	NPM1P41	0	0	0	0	0	0
ENSG00000248545.3	ENSG00000248545	0	0	0	0	0	0
ENSG00000248547.2	ENSG00000248547	0	0	0	0	0	0
ENSG00000248548.1	MTND4P8	0	0	0	0	0	0
ENSG00000248550.4	OTX2-AS1	0	0	0	0	0	0
ENSG00000248551.1	ENSG00000248551	0	0	1	0	0	0
ENSG00000248552.1	ENSG00000248552	0	0	0	0	0	0
ENSG00000248555.7	LINC01339	0	0	0	0	0	0
ENSG00000248560.1	ENSG00000248560	44	43	33	15	3	5
ENSG00000248565.2	TECRP2	0	0	0	0	0	0
ENSG00000248567.1	ENSG00000248567	0	0	0	0	0	0
ENSG00000248568.1	KRT8P48	0	0	0	0	0	0
ENSG00000248574.1	ADAM20P2	0	0	0	0	0	0
ENSG00000248583.1	ENSG00000248583	7	1	8	0	0	6
ENSG00000248586.2	ENSG00000248586	0	0	0	0	0	0
ENSG00000248587.8	GDNF-AS1	3	60	10	0	0	0
ENSG00000248588.2	ENSG00000248588	0	1	0	0	0	0
ENSG00000248590.2	GLDCP1	6	23	31	10	6	5
ENSG00000248591.1	ENSG00000248591	0	0	0	0	0	0
ENSG00000248596.8	ENSG00000248596	0	0	0	0	0	0
ENSG00000248597.2	ENSG00000248597	0	0	0	0	0	0
ENSG00000248599.2	FLJ42969	6	10	4	3	3	6
ENSG00000248600.2	ENSG00000248600	0	0	0	0	0	0
ENSG00000248605.5	ENSG00000248605	0	0	0	0	5	0
ENSG00000248608.2	ENSG00000248608	0	0	0	0	0	0
ENSG00000248610.1	HSPA8P4	0	1	1	0	0	1
ENSG00000248611.1	ENSG00000248611	0	0	0	0	0	0
ENSG00000248613.1	ENSG00000248613	0	0	0	0	0	0
ENSG00000248616.1	ANKRD49P3	0	0	0	0	0	0
ENSG00000248618.1	ENPP7P3	0	0	0	0	0	0
ENSG00000248621.2	ENSG00000248621	0	0	0	0	0	0
ENSG00000248625.1	ENSG00000248625	0	0	0	0	0	0
ENSG00000248627.1	ENSG00000248627	0	0	0	0	0	0
ENSG00000248633.1	GET1P1	0	0	0	0	0	0
ENSG00000248635.1	ENSG00000248635	0	0	0	0	0	0
ENSG00000248637.1	ENSG00000248637	0	0	0	0	0	0
ENSG00000248639.2	ENSG00000248639	0	0	0	0	0	0
ENSG00000248640.1	HNRNPA1P56	0	0	0	0	0	0
ENSG00000248642.1	OR10J2P	0	0	0	0	0	0
ENSG00000248645.1	ENSG00000248645	0	0	0	0	0	0
ENSG00000248646.1	ENSG00000248646	0	0	0	0	0	0
ENSG00000248651.1	GCSHP1	0	0	0	0	0	0
ENSG00000248652.2	ENSG00000248652	0	0	0	0	0	0
ENSG00000248654.1	MTCO3P44	0	1	0	0	0	0
ENSG00000248656.3	ENSG00000248656	0	0	0	0	0	0
ENSG00000248659.1	ENSG00000248659	0	0	0	0	1	0
ENSG00000248660.1	SRIP1	0	0	0	0	0	0
ENSG00000248663.7	LINC00992	0	0	0	0	4	0
ENSG00000248667.1	ENSG00000248667	0	0	0	0	0	0
ENSG00000248669.1	ENSG00000248669	0	0	0	0	0	0
ENSG00000248673.2	LINC01331	0	0	0	0	0	0
ENSG00000248674.1	RBBP4P6	0	0	0	0	0	0
ENSG00000248676.1	ENSG00000248676	0	0	0	0	0	0
ENSG00000248677.2	LINC02102	0	1	0	1	1	0
ENSG00000248684.1	BIN2P2	0	0	0	0	0	0
ENSG00000248685.6	LINC02484	0	0	0	0	0	1
ENSG00000248687.2	ENSG00000248687	0	0	0	0	0	0
ENSG00000248692.5	ADGRL3-AS1	0	0	0	0	0	0
ENSG00000248693.1	LINC02100	7	3	10	2	1	6
ENSG00000248694.1	ENSG00000248694	0	0	0	0	0	0
ENSG00000248697.1	TOX4P1	5	2	3	2	1	1
ENSG00000248698.6	LINC01085	2	218	117	16	40	20
ENSG00000248699.1	ENSG00000248699	0	0	0	0	0	0
ENSG00000248701.1	ENSG00000248701	0	0	0	0	0	0
ENSG00000248702.1	ENSG00000248702	0	0	0	0	0	0
ENSG00000248703.2	LINC02415	0	0	0	0	0	0
ENSG00000248704.1	MTND4P2	0	0	0	0	0	0
ENSG00000248708.2	LINC02144	0	0	0	0	0	0
ENSG00000248709.3	ENSG00000248709	0	0	0	0	0	0
ENSG00000248713.2	C4orf54	1	0	2	0	0	0
ENSG00000248715.2	ENSG00000248715	0	0	0	0	0	0
ENSG00000248716.2	ENSG00000248716	0	0	0	0	0	0
ENSG00000248717.2	LINC02222	0	0	0	0	0	0
ENSG00000248719.2	PRDM8-AS1	0	1	1	1	1	0
ENSG00000248720.1	RFPL4AP5	0	0	0	0	0	0
ENSG00000248722.1	AK3P4	0	0	0	0	0	0
ENSG00000248725.3	ENSG00000248725	0	0	0	0	0	0
ENSG00000248727.6	LINC01948	1	0	0	13	23	6
ENSG00000248733.1	ENSG00000248733	0	0	0	1	0	0
ENSG00000248736.3	ENSG00000248736	0	0	0	0	0	0
ENSG00000248739.1	ENSG00000248739	0	0	0	0	0	0
ENSG00000248740.8	LINC02428	5	0	0	0	0	0
ENSG00000248744.1	ENSG00000248744	0	0	0	0	0	0
ENSG00000248745.2	NMNAT1P4	0	0	0	0	0	0
ENSG00000248746.6	ACTN3	1	0	0	2	5	0
ENSG00000248747.1	ENSG00000248747	0	0	0	0	0	0
ENSG00000248748.1	MTND5P9	0	0	0	0	0	0
ENSG00000248749.1	ENSG00000248749	8	0	0	1	0	1
ENSG00000248750.2	ENSG00000248750	0	0	0	0	0	0
ENSG00000248755.1	ENSG00000248755	0	0	0	0	0	0
ENSG00000248757.2	LINC02115	0	0	0	0	0	0
ENSG00000248761.1	ENSG00000248761	0	0	0	0	0	0
ENSG00000248762.2	ENSG00000248762	0	0	0	0	0	0
ENSG00000248763.2	ENSG00000248763	1	1	0	0	0	2
ENSG00000248764.1	ENSG00000248764	0	0	0	0	0	0
ENSG00000248765.1	MTCYBP37	0	0	0	0	0	0
ENSG00000248766.2	ENSG00000248766	0	0	0	0	0	0
ENSG00000248767.2	FOXL3	0	0	0	0	0	0
ENSG00000248770.1	ENSG00000248770	0	0	0	0	0	0
ENSG00000248771.5	SMIM31	0	0	0	6	0	0
ENSG00000248772.1	ENSG00000248772	0	0	0	0	0	0
ENSG00000248775.1	ENSG00000248775	0	0	0	0	0	0
ENSG00000248777.1	ENSG00000248777	0	0	0	0	0	0
ENSG00000248781.1	PSMC1P4	0	0	0	0	0	0
ENSG00000248783.1	ENSG00000248783	0	0	0	0	1	0
ENSG00000248787.2	ENSG00000248787	4	1	0	0	4	0
ENSG00000248789.5	LINC02118	0	0	0	0	0	0
ENSG00000248791.1	ENSG00000248791	0	0	2	0	0	0
ENSG00000248792.2	SEPTIN14P22	0	0	0	0	0	0
ENSG00000248795.1	ENSG00000248795	0	1	0	1	1	0
ENSG00000248799.1	ENSG00000248799	0	0	0	0	0	0
ENSG00000248801.7	C8orf34-AS1	0	0	0	0	0	0
ENSG00000248802.1	ENSG00000248802	1	0	1	1	9	5
ENSG00000248803.1	ENSG00000248803	0	0	0	0	0	0
ENSG00000248807.1	KRTAP9-12P	1	1	11	14	15	10
ENSG00000248809.6	LINC01095	0	0	0	0	0	0
ENSG00000248810.4	LINC02432	1	2	0	7	19	2
ENSG00000248816.1	ENSG00000248816	0	0	0	0	0	0
ENSG00000248817.1	PMPCAP1	0	0	0	0	0	0
ENSG00000248822.1	APOBEC3AP1	0	0	0	0	0	0
ENSG00000248824.2	ENSG00000248824	0	0	0	0	0	0
ENSG00000248826.2	PCBP2P3	0	0	0	0	0	0
ENSG00000248827.1	ENSG00000248827	0	0	0	1	0	0
ENSG00000248830.1	ZNF807P	0	2	1	0	0	1
ENSG00000248831.2	ENSG00000248831	0	0	0	0	0	0
ENSG00000248834.2	MARK2P5	0	0	0	0	0	0
ENSG00000248837.7	ENSG00000248837	0	6	1	0	0	0
ENSG00000248838.2	PGAM1P13	0	0	0	0	0	0
ENSG00000248842.1	ENSG00000248842	0	0	0	0	0	0
ENSG00000248844.6	LINC02753	0	0	0	0	0	0
ENSG00000248846.3	LINC02065	25	2	37	11	8	10
ENSG00000248847.2	ENSG00000248847	0	0	0	0	0	0
ENSG00000248850.1	ENSG00000248850	0	0	0	0	0	0
ENSG00000248853.1	ENSG00000248853	0	0	0	0	0	0
ENSG00000248854.1	HNRNPH1P3	6	1	2	4	3	1
ENSG00000248858.7	FLJ46284	1	3	1	10	2	2
ENSG00000248859.2	LINC01574	0	0	0	0	0	0
ENSG00000248867.1	ENSG00000248867	0	0	0	0	0	0
ENSG00000248869.7	LINC02511	7	0	9	0	2	0
ENSG00000248870.1	ENSG00000248870	0	0	0	0	0	0
ENSG00000248872.2	LINC02431	0	0	0	0	0	0
ENSG00000248874.5	LINC02899	0	0	32	7	25	14
ENSG00000248876.1	ENSG00000248876	0	0	0	0	0	0
ENSG00000248877.2	PGBD4P4	0	0	0	0	0	0
ENSG00000248880.1	ICE2P1	0	0	0	0	0	0
ENSG00000248883.2	B4GALNT2P1	0	0	0	0	0	0
ENSG00000248884.2	ENSG00000248884	1	0	11	1	0	0
ENSG00000248886.2	UGT2A3P7	0	0	0	0	0	0
ENSG00000248891.2	ENSG00000248891	0	0	0	0	0	0
ENSG00000248893.3	FAM138E	0	0	0	0	0	0
ENSG00000248901.2	LINC01846	0	0	0	0	0	0
ENSG00000248903.1	ENSG00000248903	0	0	0	0	0	0
ENSG00000248907.1	MTND2P33	0	0	0	0	0	0
ENSG00000248908.1	LINC02239	0	0	0	0	0	0
ENSG00000248911.2	ENSG00000248911	0	0	0	0	0	0
ENSG00000248912.1	ENSG00000248912	0	0	0	0	0	0
ENSG00000248913.1	PHB1P14	0	0	0	0	0	0
ENSG00000248915.2	ACTR6P1	0	0	0	0	0	0
ENSG00000248918.2	ENSG00000248918	0	0	0	0	0	0
ENSG00000248920.3	USP17L19	0	0	0	0	0	0
ENSG00000248921.1	ENSG00000248921	0	0	0	0	0	0
ENSG00000248926.1	ENSG00000248926	0	0	0	0	0	0
ENSG00000248927.1	ENSG00000248927	6	0	8	0	0	0
ENSG00000248928.1	ENSG00000248928	0	0	0	0	0	0
ENSG00000248929.1	HIGD1AP3	0	0	0	0	0	0
ENSG00000248931.1	MTCYBP40	0	0	0	0	0	0
ENSG00000248933.3	USP17L22	0	0	0	0	0	0
ENSG00000248939.1	ENSG00000248939	0	0	0	0	0	0
ENSG00000248942.3	LINC01335	0	0	0	0	0	0
ENSG00000248943.1	ENSG00000248943	0	0	0	0	0	0
ENSG00000248944.1	FAM90A6P	0	0	0	0	0	0
ENSG00000248949.1	ENSG00000248949	2	5	7	0	2	1
ENSG00000248950.1	LDHBP3	0	0	0	0	0	0
ENSG00000248954.1	ENSG00000248954	0	0	0	0	0	0
ENSG00000248955.1	ENSG00000248955	0	0	0	0	0	0
ENSG00000248956.1	HMGB1P44	1	1	0	0	1	0
ENSG00000248958.2	ZSWIM5P3	0	0	0	0	0	0
ENSG00000248962.1	ENSG00000248962	0	0	0	0	0	0
ENSG00000248964.7	ENSG00000248964	4	3	41	0	1	1
ENSG00000248966.1	BCLAF1P1	0	0	1	0	0	1
ENSG00000248969.1	ENSG00000248969	0	0	0	0	0	0
ENSG00000248973.3	ENSG00000248973	0	0	0	0	0	0
ENSG00000248978.2	ENSG00000248978	0	0	0	0	0	0
